payment_id,customer_id,amount,payment_method,failure_reason,previous_payments,previous_failures,days_since_last_payment,subscription,hour,is_weekend,recovered
PAY04124,CUST0107,39202,wallet,bank_decline,9,5,13,0,13,0,1
PAY04125,CUST1647,49665,netbanking,authentication_failed,19,0,42,0,8,0,0
PAY04126,CUST2013,15655,wallet,insufficient_balance,4,3,33,0,13,1,0
PAY04127,CUST2058,30647,card,authentication_failed,6,2,27,0,4,0,1
PAY04128,CUST1808,4237,upi,expired_card,30,4,86,1,23,1,0
PAY04129,CUST0570,7964,card,insufficient_balance,14,5,74,1,7,1,1
PAY04130,CUST0891,4709,card,expired_card,19,3,30,0,0,1,1
PAY04131,CUST0664,15876,card,bank_decline,23,5,74,1,21,0,1
PAY04132,CUST0110,15492,card,technical_error,25,0,31,1,9,1,1
PAY04133,CUST2930,6173,card,network_timeout,4,1,64,0,9,0,1
PAY04134,CUST2894,16669,card,technical_error,2,7,5,0,16,1,1
PAY04135,CUST1732,4207,wallet,authentication_failed,17,7,68,1,20,0,0
PAY04136,CUST0753,49873,card,expired_card,18,7,1,0,21,0,0
PAY04137,CUST0085,18456,upi,authentication_failed,9,7,32,0,23,0,1
PAY04138,CUST1257,20117,upi,network_timeout,1,6,46,0,1,0,0
PAY04139,CUST1206,25993,card,network_timeout,0,4,14,0,3,0,0
PAY04140,CUST1378,24111,netbanking,authentication_failed,14,4,17,0,23,1,1
PAY04141,CUST0602,44968,upi,authentication_failed,7,5,54,1,4,0,1
PAY04142,CUST2004,24857,card,authentication_failed,16,8,74,1,22,1,1
PAY04143,CUST2012,27855,wallet,authentication_failed,14,5,8,0,16,1,1
PAY04144,CUST1904,43110,card,insufficient_balance,25,3,77,0,17,0,0
PAY04145,CUST2518,30015,upi,network_timeout,8,8,60,0,1,1,0
PAY04146,CUST1480,7761,netbanking,expired_card,10,8,52,0,20,1,1
PAY04147,CUST2967,14737,netbanking,network_timeout,17,8,87,0,15,1,1
PAY04148,CUST1277,47804,card,insufficient_balance,20,1,44,1,10,1,1
PAY04149,CUST2539,12729,card,technical_error,20,5,30,1,23,0,1
PAY04150,CUST0136,23804,netbanking,expired_card,19,3,30,0,14,0,0
PAY04151,CUST2762,37032,netbanking,expired_card,0,6,29,1,13,1,0
PAY04152,CUST0035,9292,card,authentication_failed,14,1,45,0,14,1,1
PAY04153,CUST0762,3715,netbanking,expired_card,21,5,43,0,21,1,0
PAY04154,CUST1094,18608,card,bank_decline,24,8,90,1,14,1,0
PAY04155,CUST2862,33086,upi,authentication_failed,22,2,13,0,23,0,1
PAY04156,CUST1866,9264,card,expired_card,0,4,63,0,3,0,0
PAY04157,CUST1209,26480,card,authentication_failed,14,5,85,1,17,0,1
PAY04158,CUST1145,6311,card,authentication_failed,9,8,54,1,15,0,1
PAY04159,CUST2138,27522,netbanking,expired_card,4,6,16,1,9,1,1
PAY04160,CUST0243,45693,netbanking,technical_error,17,6,60,0,3,0,1
PAY04161,CUST0482,33004,wallet,bank_decline,24,0,29,0,5,1,1
PAY04162,CUST1898,3180,netbanking,authentication_failed,9,3,3,1,7,0,1
PAY04163,CUST1262,24755,wallet,technical_error,18,7,84,1,19,0,1
PAY04164,CUST0876,41983,card,expired_card,25,3,65,0,14,1,1
PAY04165,CUST2558,39080,upi,expired_card,12,2,36,1,0,1,1
PAY04166,CUST2161,8043,card,authentication_failed,6,0,11,1,9,0,1
PAY04167,CUST0557,16317,card,expired_card,29,5,88,1,11,0,1
PAY04168,CUST2090,8272,upi,bank_decline,11,1,60,0,0,0,1
PAY04169,CUST1111,15961,wallet,expired_card,6,2,45,1,21,1,1
PAY04170,CUST1213,1956,netbanking,insufficient_balance,12,2,40,0,20,0,1
PAY04171,CUST0842,8191,card,expired_card,8,1,81,0,3,0,1
PAY04172,CUST2622,9111,card,bank_decline,0,7,13,0,23,1,1
PAY04173,CUST2661,38311,upi,network_timeout,25,0,46,0,5,0,1
PAY04174,CUST2765,20369,netbanking,insufficient_balance,20,6,56,0,23,1,0
PAY04175,CUST0820,36835,netbanking,authentication_failed,4,5,54,0,3,1,1
PAY04176,CUST0446,45019,netbanking,authentication_failed,24,4,34,0,13,0,0
PAY04177,CUST2188,18136,netbanking,expired_card,6,7,40,0,12,0,0
PAY04178,CUST2949,42118,netbanking,network_timeout,17,1,34,1,1,0,1
PAY04179,CUST0785,8853,upi,expired_card,17,5,75,0,11,0,1
PAY04180,CUST2842,13617,netbanking,authentication_failed,5,8,66,0,10,0,0
PAY04181,CUST2031,20819,card,bank_decline,22,8,11,1,6,1,0
PAY04182,CUST1062,19412,upi,expired_card,5,4,90,1,15,1,0
PAY04183,CUST1977,16687,netbanking,expired_card,18,6,33,0,1,1,1
PAY04184,CUST1750,18601,card,network_timeout,13,0,49,0,12,1,1
PAY04185,CUST2238,28568,upi,authentication_failed,21,7,46,1,6,1,1
PAY04186,CUST1895,39008,upi,technical_error,11,4,83,1,0,0,1
PAY04187,CUST0573,8048,card,expired_card,0,7,20,1,8,1,0
PAY04188,CUST2995,13083,wallet,network_timeout,2,6,7,0,4,1,1
PAY04189,CUST1920,2136,wallet,technical_error,4,6,17,1,21,0,0
PAY04190,CUST2895,31355,netbanking,insufficient_balance,3,6,7,0,4,1,1
PAY04191,CUST0241,42638,upi,authentication_failed,21,4,31,1,8,0,0
PAY04192,CUST1884,36591,netbanking,insufficient_balance,21,3,54,0,15,1,0
PAY04193,CUST2335,27241,netbanking,expired_card,29,4,77,1,22,1,1
PAY04194,CUST1870,48140,card,insufficient_balance,14,3,13,1,22,1,1
PAY04195,CUST2790,47802,upi,bank_decline,23,1,67,0,4,0,0
PAY04196,CUST2797,18440,card,insufficient_balance,6,3,50,0,15,1,1
PAY04197,CUST0420,30355,wallet,expired_card,22,0,85,1,1,1,1
PAY04198,CUST2984,25622,netbanking,authentication_failed,11,1,10,0,17,1,1
PAY04199,CUST0948,33172,card,network_timeout,30,0,44,0,4,0,1
PAY04200,CUST2179,47184,upi,network_timeout,15,4,86,1,18,1,1
PAY04201,CUST0696,34564,upi,bank_decline,24,6,62,1,8,0,1
PAY04202,CUST0845,41056,upi,expired_card,22,4,27,0,20,1,1
PAY04203,CUST0793,48033,upi,authentication_failed,14,8,27,1,23,0,1
PAY04204,CUST0327,22691,card,network_timeout,0,2,48,0,15,1,0
PAY04205,CUST0677,4537,netbanking,insufficient_balance,28,4,89,1,18,1,1
PAY04206,CUST1407,14293,wallet,network_timeout,11,5,60,0,3,0,1
PAY04207,CUST1459,11995,card,technical_error,18,8,24,0,17,1,1
PAY04208,CUST0910,2087,netbanking,network_timeout,15,3,29,1,14,0,1
PAY04209,CUST0432,8631,wallet,insufficient_balance,28,4,10,1,16,1,1
PAY04210,CUST0212,10579,wallet,authentication_failed,29,5,77,0,16,0,1
PAY04211,CUST1688,35758,card,network_timeout,19,0,60,0,5,0,1
PAY04212,CUST2297,43039,wallet,network_timeout,27,2,15,1,11,0,1
PAY04213,CUST1005,39173,netbanking,technical_error,13,0,16,0,6,0,1
PAY04214,CUST1343,40776,wallet,expired_card,3,7,46,1,19,0,0
PAY04215,CUST0810,11067,upi,network_timeout,26,8,67,0,13,0,0
PAY04216,CUST2479,18647,card,bank_decline,10,0,21,1,3,0,0
PAY04217,CUST0099,3185,wallet,technical_error,20,8,54,1,20,1,1
PAY04218,CUST2113,46018,wallet,expired_card,10,8,43,0,18,1,0
PAY04219,CUST2356,49452,card,expired_card,10,0,37,1,5,0,1
PAY04220,CUST1601,27120,netbanking,authentication_failed,12,2,57,0,16,1,1
PAY04221,CUST1390,6940,card,expired_card,24,2,5,1,7,1,1
PAY04222,CUST2713,21330,card,authentication_failed,30,4,51,0,3,1,0
PAY04223,CUST1582,17191,upi,expired_card,19,3,73,1,3,1,0
PAY04224,CUST2929,49393,wallet,bank_decline,8,0,56,1,18,1,0
PAY04225,CUST2183,20721,wallet,expired_card,19,1,11,0,12,1,1
PAY04226,CUST1875,42115,upi,bank_decline,9,1,64,1,19,0,0
PAY04227,CUST2676,38049,wallet,technical_error,19,5,27,1,15,0,1
PAY04228,CUST0297,10592,netbanking,technical_error,6,1,55,1,11,0,1
PAY04229,CUST1060,16277,wallet,technical_error,0,4,56,0,9,0,1
PAY04230,CUST1977,41274,upi,bank_decline,11,1,65,1,11,1,1
PAY04231,CUST2376,11793,wallet,authentication_failed,28,2,6,0,21,0,1
PAY04232,CUST1924,13753,netbanking,bank_decline,3,2,46,1,15,0,0
PAY04233,CUST0297,10212,upi,network_timeout,0,8,43,1,21,1,1
PAY04234,CUST2405,7645,netbanking,insufficient_balance,4,4,23,1,12,1,0
PAY04235,CUST0081,552,card,expired_card,29,7,68,0,13,0,0
PAY04236,CUST2859,13570,card,insufficient_balance,28,4,9,0,20,1,1
PAY04237,CUST1386,42976,upi,insufficient_balance,18,8,41,1,23,1,1
PAY04238,CUST2526,44641,wallet,authentication_failed,25,7,3,1,1,1,0
PAY04239,CUST0181,1731,wallet,expired_card,30,6,12,1,7,0,1
PAY04240,CUST1824,2156,card,expired_card,23,1,84,1,9,1,1
PAY04241,CUST0807,25496,wallet,network_timeout,21,6,30,1,13,0,1
PAY04242,CUST0325,23547,wallet,authentication_failed,15,4,0,1,8,1,1
PAY04243,CUST2055,28747,wallet,network_timeout,16,2,37,1,9,0,1
PAY04244,CUST1123,11263,wallet,technical_error,11,3,80,0,8,0,1
PAY04245,CUST2973,48204,wallet,insufficient_balance,13,3,90,1,21,0,1
PAY04246,CUST0337,41583,upi,insufficient_balance,6,3,73,0,3,1,0
PAY04247,CUST2307,1660,card,bank_decline,22,1,27,0,21,0,1
PAY04248,CUST1186,47179,netbanking,technical_error,8,5,53,1,15,0,1
PAY04249,CUST1489,43796,netbanking,network_timeout,23,7,83,1,12,0,1
PAY04250,CUST1216,20786,wallet,technical_error,18,3,73,0,3,1,0
PAY04251,CUST2809,48504,netbanking,expired_card,14,6,62,1,12,1,0
PAY04252,CUST1941,47258,wallet,bank_decline,12,4,61,1,1,1,1
PAY04253,CUST0515,651,netbanking,authentication_failed,4,6,39,1,10,0,0
PAY04254,CUST0290,32278,netbanking,network_timeout,9,8,66,1,16,0,1
PAY04255,CUST2431,36689,wallet,insufficient_balance,14,5,38,1,4,0,1
PAY04256,CUST0021,28354,card,authentication_failed,22,8,46,0,13,0,1
PAY04257,CUST2437,35241,wallet,authentication_failed,7,8,55,1,1,0,1
PAY04258,CUST1557,31488,upi,expired_card,13,6,25,0,7,0,0
PAY04259,CUST0360,16939,upi,network_timeout,6,1,69,0,18,0,1
PAY04260,CUST0991,1398,card,network_timeout,29,1,65,1,21,0,1
PAY04261,CUST1641,23276,netbanking,technical_error,17,5,43,1,10,1,1
PAY04262,CUST0547,45747,netbanking,expired_card,4,6,13,1,2,1,1
PAY04263,CUST0790,27105,wallet,expired_card,11,7,90,0,10,0,0
PAY04264,CUST1856,37578,upi,authentication_failed,16,7,11,0,10,1,0
PAY04265,CUST1628,27901,wallet,insufficient_balance,21,3,69,1,22,1,1
PAY04266,CUST2721,16506,card,bank_decline,20,8,18,1,21,1,0
PAY04267,CUST0189,45483,card,technical_error,19,1,55,0,8,1,1
PAY04268,CUST2469,20188,wallet,bank_decline,22,2,75,0,12,1,1
PAY04269,CUST0563,28386,netbanking,network_timeout,15,7,24,1,15,0,0
PAY04270,CUST0371,357,upi,authentication_failed,29,7,9,0,21,1,1
PAY04271,CUST2951,48675,upi,network_timeout,6,8,84,1,5,0,0
PAY04272,CUST0527,8239,netbanking,authentication_failed,2,0,81,1,11,1,0
PAY04273,CUST0703,20071,netbanking,bank_decline,22,2,19,0,3,1,1
PAY04274,CUST1379,27954,wallet,insufficient_balance,20,3,77,0,21,1,1
PAY04275,CUST0150,34304,upi,expired_card,6,2,49,0,10,0,1
PAY04276,CUST2760,35388,card,expired_card,0,3,6,1,10,1,1
PAY04277,CUST2439,49692,netbanking,network_timeout,21,4,20,0,4,1,1
PAY04278,CUST2168,19598,upi,expired_card,1,7,35,1,0,0,0
PAY04279,CUST1011,12164,card,technical_error,20,7,3,0,8,1,1
PAY04280,CUST0017,19910,upi,network_timeout,0,0,59,1,3,0,1
PAY04281,CUST0966,44512,netbanking,authentication_failed,22,3,16,1,15,0,1
PAY04282,CUST2006,28684,netbanking,expired_card,8,7,50,0,14,0,1
PAY04283,CUST1818,23494,wallet,insufficient_balance,10,5,39,0,9,1,1
PAY04284,CUST0399,11878,wallet,bank_decline,13,1,43,0,18,0,1
PAY04285,CUST2364,48922,upi,technical_error,8,2,59,0,4,0,1
PAY04286,CUST1417,3958,card,insufficient_balance,28,4,28,0,18,0,1
PAY04287,CUST1789,10428,wallet,technical_error,27,8,78,1,16,0,0
PAY04288,CUST1180,29359,wallet,insufficient_balance,6,1,16,0,7,1,1
PAY04289,CUST0459,45231,card,insufficient_balance,14,5,76,0,18,1,1
PAY04290,CUST1291,30374,card,expired_card,25,2,10,0,13,0,0
PAY04291,CUST0727,2301,wallet,authentication_failed,23,5,76,0,1,0,1
PAY04292,CUST2938,18194,netbanking,insufficient_balance,12,4,27,1,8,1,1
PAY04293,CUST1029,13879,upi,authentication_failed,24,6,75,0,8,0,1
PAY04294,CUST0641,45321,card,authentication_failed,1,7,80,0,5,1,1
PAY04295,CUST1631,47141,upi,expired_card,5,7,65,0,20,1,0
PAY04296,CUST2234,21045,wallet,network_timeout,1,3,24,1,6,0,1
PAY04297,CUST0059,2957,card,network_timeout,21,6,27,0,10,1,1
PAY04298,CUST2644,31284,wallet,expired_card,9,6,47,1,3,1,0
PAY04299,CUST0679,36324,netbanking,bank_decline,20,0,30,1,8,1,1
PAY04300,CUST2613,14294,upi,insufficient_balance,22,4,48,1,20,1,1
PAY04301,CUST2165,18780,card,expired_card,9,6,25,1,3,1,0
PAY04302,CUST1281,32545,upi,expired_card,24,1,65,1,3,1,0
PAY04303,CUST1622,37382,wallet,expired_card,22,5,74,1,10,1,0
PAY04304,CUST0052,2837,upi,authentication_failed,7,7,40,0,5,1,0
PAY04305,CUST1115,33905,netbanking,authentication_failed,4,1,1,0,5,0,0
PAY04306,CUST1336,6167,netbanking,expired_card,11,7,75,1,23,0,0
PAY04307,CUST1857,42119,upi,insufficient_balance,15,6,52,0,8,0,1
PAY04308,CUST1167,9532,wallet,expired_card,6,0,23,1,1,0,1
PAY04309,CUST0904,31995,upi,insufficient_balance,18,8,18,0,0,0,0
PAY04310,CUST1482,41936,upi,expired_card,28,3,77,0,5,1,0
PAY04311,CUST0135,5798,netbanking,technical_error,12,2,71,1,0,1,1
PAY04312,CUST1772,44459,netbanking,insufficient_balance,19,0,69,1,17,0,0
PAY04313,CUST2701,43109,netbanking,bank_decline,12,7,87,0,1,1,0
PAY04314,CUST2072,10312,netbanking,expired_card,12,6,50,1,19,1,1
PAY04315,CUST2818,36931,upi,bank_decline,29,0,87,1,6,1,0
PAY04316,CUST2071,10505,netbanking,authentication_failed,0,8,41,1,18,0,0
PAY04317,CUST1369,41598,wallet,insufficient_balance,18,7,23,1,12,0,0
PAY04318,CUST0864,9455,netbanking,bank_decline,23,2,62,0,20,1,1
PAY04319,CUST2941,27157,upi,bank_decline,30,0,87,1,14,0,1
PAY04320,CUST0789,44138,upi,expired_card,20,4,55,1,12,0,1
PAY04321,CUST0189,23262,card,expired_card,19,6,11,0,12,1,0
PAY04322,CUST0692,33009,wallet,authentication_failed,23,8,89,1,19,0,0
PAY04323,CUST1114,16522,netbanking,network_timeout,24,3,87,1,2,1,1
PAY04324,CUST2547,46452,netbanking,bank_decline,25,1,29,1,8,0,1
PAY04325,CUST2300,35504,upi,authentication_failed,20,3,12,0,17,0,0
PAY04326,CUST0497,25989,upi,expired_card,15,6,74,0,4,0,1
PAY04327,CUST2024,32463,upi,authentication_failed,19,8,0,0,21,0,0
PAY04328,CUST0656,1922,card,bank_decline,6,1,64,1,5,0,0
PAY04329,CUST0025,41203,upi,insufficient_balance,18,1,46,0,6,0,1
PAY04330,CUST0799,15983,wallet,authentication_failed,24,3,86,0,9,0,0
PAY04331,CUST2432,36361,upi,network_timeout,5,7,5,0,7,0,1
PAY04332,CUST2250,39081,wallet,bank_decline,5,0,14,0,19,1,1
PAY04333,CUST2476,1290,upi,network_timeout,21,7,62,1,12,0,1
PAY04334,CUST0032,45919,card,authentication_failed,3,1,59,1,10,0,1
PAY04335,CUST0714,19369,netbanking,technical_error,7,4,27,1,3,1,1
PAY04336,CUST0298,20587,netbanking,authentication_failed,15,4,55,0,3,1,1
PAY04337,CUST2566,3939,wallet,network_timeout,4,7,18,0,1,1,1
PAY04338,CUST0219,3153,upi,authentication_failed,23,8,1,0,9,0,1
PAY04339,CUST0733,13528,upi,network_timeout,12,0,3,1,19,0,1
PAY04340,CUST0729,17486,card,technical_error,7,2,87,1,5,1,1
PAY04341,CUST1575,10597,netbanking,insufficient_balance,20,0,20,0,7,0,1
PAY04342,CUST0405,28716,wallet,technical_error,11,4,21,0,5,1,1
PAY04343,CUST2024,44640,card,network_timeout,23,1,51,1,16,0,1
PAY04344,CUST0463,28477,wallet,authentication_failed,17,6,17,0,5,1,1
PAY04345,CUST0393,21929,upi,technical_error,12,4,21,1,14,0,1
PAY04346,CUST0065,11282,upi,network_timeout,19,4,10,1,21,1,1
PAY04347,CUST0855,42089,card,expired_card,30,0,46,0,2,1,0
PAY04348,CUST0305,4074,netbanking,network_timeout,14,5,40,0,16,1,1
PAY04349,CUST2056,21065,upi,technical_error,9,6,62,1,1,0,0
PAY04350,CUST2034,33143,netbanking,bank_decline,14,7,6,0,17,0,0
PAY04351,CUST0098,42725,wallet,bank_decline,8,4,5,1,16,0,1
PAY04352,CUST1319,21574,card,network_timeout,15,2,56,0,14,1,1
PAY04353,CUST0993,47619,upi,technical_error,5,0,15,0,4,0,1
PAY04354,CUST1479,7173,card,insufficient_balance,2,3,32,0,13,0,0
PAY04355,CUST1571,35106,card,network_timeout,28,0,46,0,5,1,1
PAY04356,CUST0170,26394,netbanking,network_timeout,2,7,81,1,15,0,0
PAY04357,CUST2946,5914,wallet,network_timeout,21,6,34,1,14,1,1
PAY04358,CUST2090,36547,wallet,insufficient_balance,20,1,20,1,1,1,1
PAY04359,CUST2705,39694,card,expired_card,20,4,69,0,7,0,0
PAY04360,CUST2366,4192,card,network_timeout,24,4,42,1,15,1,1
PAY04361,CUST1904,28868,wallet,network_timeout,18,5,16,1,18,1,1
PAY04362,CUST0119,6419,wallet,network_timeout,18,2,12,1,13,1,1
PAY04363,CUST1357,5021,wallet,bank_decline,24,0,16,0,21,0,0
PAY04364,CUST2274,375,netbanking,authentication_failed,11,3,39,1,16,0,1
PAY04365,CUST1804,30275,upi,expired_card,27,3,19,0,19,1,1
PAY04366,CUST2606,38638,upi,technical_error,8,8,72,1,7,1,0
PAY04367,CUST2904,33001,wallet,insufficient_balance,14,2,79,0,6,1,1
PAY04368,CUST2870,31072,card,insufficient_balance,22,4,3,0,18,1,1
PAY04369,CUST2728,27866,upi,authentication_failed,19,8,39,1,9,1,1
PAY04370,CUST1092,8968,wallet,insufficient_balance,18,8,29,1,23,1,1
PAY04371,CUST2774,22828,upi,authentication_failed,7,1,70,1,21,1,1
PAY04372,CUST1660,10980,upi,bank_decline,7,5,28,0,9,0,0
PAY04373,CUST1600,41438,upi,network_timeout,27,1,52,1,6,0,1
PAY04374,CUST1107,3973,card,expired_card,22,2,11,1,12,0,1
PAY04375,CUST1047,45256,netbanking,insufficient_balance,27,6,27,1,5,1,1
PAY04376,CUST0746,14331,upi,expired_card,14,0,36,1,8,1,1
PAY04377,CUST1488,47063,card,authentication_failed,29,4,26,1,9,0,1
PAY04378,CUST0345,5178,card,bank_decline,10,4,73,1,9,1,0
PAY04379,CUST1959,42144,netbanking,insufficient_balance,24,1,80,1,5,1,1
PAY04380,CUST1551,15673,card,expired_card,2,2,79,0,3,1,1
PAY04381,CUST1119,49411,wallet,authentication_failed,19,2,32,1,9,0,1
PAY04382,CUST2403,39174,wallet,insufficient_balance,8,7,26,1,6,1,1
PAY04383,CUST1535,42380,card,expired_card,7,0,7,1,10,0,1
PAY04384,CUST1070,24255,card,technical_error,7,4,61,0,21,0,1
PAY04385,CUST0200,22356,wallet,technical_error,5,4,41,0,2,0,0
PAY04386,CUST2967,33075,card,insufficient_balance,8,6,38,0,23,1,1
PAY04387,CUST2192,42039,wallet,insufficient_balance,9,3,6,0,8,1,0
PAY04388,CUST0055,28003,wallet,authentication_failed,23,6,14,0,12,1,0
PAY04389,CUST0993,49248,wallet,expired_card,19,1,18,0,16,1,1
PAY04390,CUST2449,45978,card,bank_decline,10,0,54,0,8,1,1
PAY04391,CUST0343,23037,card,network_timeout,3,2,40,0,4,0,1
PAY04392,CUST0334,27318,card,network_timeout,29,4,6,0,15,0,1
PAY04393,CUST2286,40796,wallet,technical_error,30,3,81,0,3,0,1
PAY04394,CUST0247,36419,wallet,network_timeout,8,8,37,0,11,0,1
PAY04395,CUST1893,40632,wallet,bank_decline,19,7,64,1,5,0,1
PAY04396,CUST0253,42523,card,expired_card,2,4,34,0,8,1,1
PAY04397,CUST0057,42150,wallet,insufficient_balance,26,7,21,0,22,1,1
PAY04398,CUST0278,47181,netbanking,technical_error,11,2,66,1,23,1,1
PAY04399,CUST1872,21311,wallet,authentication_failed,13,3,62,0,18,0,1
PAY04400,CUST0118,22383,netbanking,bank_decline,15,7,84,0,12,1,0
PAY04401,CUST1780,1139,wallet,expired_card,23,1,5,1,18,0,1
PAY04402,CUST2480,17964,card,expired_card,0,4,29,0,7,1,0
PAY04403,CUST1777,48732,card,insufficient_balance,16,5,70,1,19,1,1
PAY04404,CUST1743,47068,card,technical_error,13,3,45,1,21,1,1
PAY04405,CUST1609,1220,wallet,expired_card,27,1,21,0,1,0,0
PAY04406,CUST2050,19168,upi,bank_decline,5,2,48,1,20,1,0
PAY04407,CUST0426,34597,card,insufficient_balance,27,4,44,1,1,1,0
PAY04408,CUST2485,41597,upi,expired_card,12,5,30,1,5,1,1
PAY04409,CUST2626,16102,wallet,bank_decline,24,5,4,1,23,1,1
PAY04410,CUST2793,23858,netbanking,bank_decline,28,3,62,1,17,1,0
PAY04411,CUST2980,49246,upi,expired_card,2,2,21,1,23,1,1
PAY04412,CUST1718,30113,card,network_timeout,21,7,41,0,5,1,1
PAY04413,CUST2413,49351,upi,technical_error,8,6,41,0,6,1,0
PAY04414,CUST2034,16798,card,insufficient_balance,1,3,85,1,8,0,0
PAY04415,CUST1793,160,card,technical_error,8,1,43,0,4,1,1
PAY04416,CUST0588,27287,netbanking,bank_decline,28,5,28,1,2,0,1
PAY04417,CUST2768,39963,wallet,bank_decline,22,3,42,0,19,1,0
PAY04418,CUST1709,4708,netbanking,insufficient_balance,23,6,21,0,8,0,1
PAY04419,CUST2094,23310,upi,network_timeout,12,3,26,1,13,0,1
PAY04420,CUST0283,34651,wallet,technical_error,15,3,57,0,16,0,1
PAY04421,CUST2666,25160,netbanking,technical_error,28,3,84,0,22,0,1
PAY04422,CUST1175,6811,card,bank_decline,2,6,6,0,6,0,1
PAY04423,CUST0251,33169,netbanking,expired_card,9,1,67,1,7,1,1
PAY04424,CUST2674,28272,card,authentication_failed,5,0,80,0,2,0,0
PAY04425,CUST1931,36362,card,authentication_failed,5,1,4,0,13,1,1
PAY04426,CUST2970,47495,wallet,bank_decline,30,7,59,1,7,1,0
PAY04427,CUST1402,29993,wallet,expired_card,11,5,38,1,19,0,1
PAY04428,CUST0853,16496,card,technical_error,10,4,25,1,23,0,1
PAY04429,CUST0442,3411,upi,bank_decline,19,3,73,1,11,0,1
PAY04430,CUST0963,3331,upi,insufficient_balance,22,3,24,0,6,1,0
PAY04431,CUST2781,48937,card,expired_card,20,8,40,1,23,0,1
PAY04432,CUST1903,1596,upi,bank_decline,8,0,55,0,13,0,0
PAY04433,CUST1580,28936,netbanking,authentication_failed,3,5,80,0,23,1,0
PAY04434,CUST1253,33329,wallet,bank_decline,5,1,53,1,17,0,0
PAY04435,CUST1045,43412,upi,bank_decline,22,7,31,0,5,1,0
PAY04436,CUST0220,28724,netbanking,bank_decline,29,2,44,0,21,0,1
PAY04437,CUST0646,15100,netbanking,technical_error,19,3,58,1,3,0,1
PAY04438,CUST1533,35895,upi,technical_error,8,8,71,0,18,1,0
PAY04439,CUST2472,23577,card,bank_decline,21,5,79,0,23,1,1
PAY04440,CUST1285,25893,netbanking,expired_card,13,4,41,0,7,0,1
PAY04441,CUST0124,16996,card,expired_card,5,4,19,1,15,1,0
PAY04442,CUST1353,16854,wallet,network_timeout,25,1,64,1,15,1,1
PAY04443,CUST0185,8287,netbanking,bank_decline,14,0,78,0,13,1,1
PAY04444,CUST0587,49826,netbanking,network_timeout,23,2,64,0,1,1,1
PAY04445,CUST2729,5127,wallet,bank_decline,28,0,81,1,7,1,1
PAY04446,CUST2872,27845,card,authentication_failed,7,1,52,0,7,1,0
PAY04447,CUST0052,49024,wallet,technical_error,19,2,87,0,12,1,1
PAY04448,CUST1434,31651,netbanking,insufficient_balance,15,5,36,0,22,0,0
PAY04449,CUST0515,49925,wallet,bank_decline,21,8,43,0,11,0,0
PAY04450,CUST1733,25741,card,expired_card,11,7,14,1,11,1,1
PAY04451,CUST2775,27389,card,bank_decline,13,8,74,1,1,0,0
PAY04452,CUST1723,49007,upi,bank_decline,8,6,81,0,10,1,0
PAY04453,CUST1285,7926,wallet,network_timeout,27,1,28,0,18,1,1
PAY04454,CUST1702,12412,upi,insufficient_balance,8,5,9,0,11,1,0
PAY04455,CUST2487,26582,card,technical_error,4,1,18,1,18,1,0
PAY04456,CUST1278,36671,wallet,technical_error,15,8,38,1,18,1,1
PAY04457,CUST0812,5688,wallet,insufficient_balance,1,5,20,1,20,0,0
PAY04458,CUST1065,46540,upi,bank_decline,18,2,23,1,18,0,1
PAY04459,CUST1729,16512,upi,insufficient_balance,0,1,17,1,9,1,1
PAY04460,CUST2402,47186,card,network_timeout,15,6,26,0,19,0,1
PAY04461,CUST2338,33025,wallet,insufficient_balance,14,0,67,1,21,1,1
PAY04462,CUST0927,25548,card,bank_decline,25,2,22,0,0,1,1
PAY04463,CUST0773,22926,wallet,bank_decline,6,5,62,1,11,1,1
PAY04464,CUST2541,48033,netbanking,insufficient_balance,24,8,39,0,0,1,1
PAY04465,CUST0035,46626,card,insufficient_balance,27,2,60,0,0,0,1
PAY04466,CUST0523,20320,upi,authentication_failed,14,4,88,1,6,1,1
PAY04467,CUST0522,44894,upi,expired_card,26,6,10,0,17,0,0
PAY04468,CUST0053,16014,card,authentication_failed,26,6,86,1,16,1,1
PAY04469,CUST0569,43440,card,technical_error,10,3,83,0,22,0,0
PAY04470,CUST0385,43082,upi,technical_error,24,1,59,1,19,0,1
PAY04471,CUST0857,41882,wallet,bank_decline,12,6,29,1,20,1,1
PAY04472,CUST1967,11581,card,authentication_failed,7,2,53,1,18,1,0
PAY04473,CUST1378,766,upi,insufficient_balance,21,7,78,0,22,0,1
PAY04474,CUST2736,43617,netbanking,network_timeout,26,3,62,1,6,1,1
PAY04475,CUST2593,45221,upi,authentication_failed,23,1,84,0,4,1,1
PAY04476,CUST1405,8366,wallet,authentication_failed,10,6,57,0,18,1,0
PAY04477,CUST0195,48044,upi,network_timeout,11,6,64,1,17,0,1
PAY04478,CUST1869,4494,upi,authentication_failed,27,6,42,0,9,1,0
PAY04479,CUST2220,39659,card,technical_error,11,2,76,0,16,0,1
PAY04480,CUST0017,46829,card,expired_card,3,4,75,1,14,1,1
PAY04481,CUST1695,17679,card,insufficient_balance,12,1,52,1,14,1,1
PAY04482,CUST1419,9122,upi,insufficient_balance,22,6,13,1,21,1,1
PAY04483,CUST2902,37033,card,insufficient_balance,18,4,71,1,18,1,1
PAY04484,CUST0778,44068,netbanking,authentication_failed,27,5,58,1,13,1,1
